2767802455_NHBDKAOG_00003	K07334
2767802455_NHBDKAOG_03917	K01854
2767802455_NHBDKAOG_03922	K09691
2767802455_NHBDKAOG_03925	K12452
2767802455_NHBDKAOG_03926	K01709
2767802455_NHBDKAOG_03927	K00978
2767802455_NHBDKAOG_03928	K02007
2767802455_NHBDKAOG_03928	K02008
2767802455_NHBDKAOG_03929	K02009
2767802455_NHBDKAOG_03930	K02008
2767802455_NHBDKAOG_03931	K02006
2767802455_NHBDKAOG_03932	K05936
2767802455_NHBDKAOG_03934	K00612
2767802455_NHBDKAOG_03940	K02078
2767802455_NHBDKAOG_03942	K02078
2767802455_NHBDKAOG_03947	K03634
2767802455_NHBDKAOG_03952	K07487
2767802455_NHBDKAOG_03952	K07481
2767802455_NHBDKAOG_03956	K07246
2767802455_NHBDKAOG_03957	K01561
2767802455_NHBDKAOG_03961	K07290
2767802455_NHBDKAOG_03970	K03427
2767802455_NHBDKAOG_03971	K01154
2767802455_NHBDKAOG_03972	K01153
2767802455_NHBDKAOG_03973	K07043
2767802455_NHBDKAOG_03977	K07274
2767802455_NHBDKAOG_03978	K18240
2767802455_NHBDKAOG_03983	K03600
2767802455_NHBDKAOG_03984	K03599
2767802455_NHBDKAOG_03984	K00799
2767802455_NHBDKAOG_03985	K00413
2767802455_NHBDKAOG_03986	K00412
2767802455_NHBDKAOG_03987	K00411
2767802455_NHBDKAOG_03988	K06187
2767802455_NHBDKAOG_03989	K09747
2767802455_NHBDKAOG_03990	K02343
2767802455_NHBDKAOG_03992	K03154
2767802455_NHBDKAOG_03994	K03738
2767802455_NHBDKAOG_03999	K08300
2767802455_NHBDKAOG_04000	K06179
2767802455_NHBDKAOG_04002	K04773
2767802455_NHBDKAOG_04003	K07056
2767802455_NHBDKAOG_04004	K06287
2767802455_NHBDKAOG_04005	K07040
2767802455_NHBDKAOG_04006	K02911
2767802455_NHBDKAOG_04007	K03621
2767802455_NHBDKAOG_04008	K00648
2767802455_NHBDKAOG_04009	K00645
2767802455_NHBDKAOG_04010	K00059
2767802455_NHBDKAOG_04011	K02078
2767802455_NHBDKAOG_04012	K09458
2767802455_NHBDKAOG_04013	K19168
2767802455_NHBDKAOG_04014	K00278
2767802455_NHBDKAOG_04015	K00963
2767802455_NHBDKAOG_04019	K01507
2767802455_NHBDKAOG_04022	K11209
2767802455_NHBDKAOG_04022	K00799
2767802455_NHBDKAOG_04023	K05972
2767802455_NHBDKAOG_04023	K03932
2767802455_NHBDKAOG_04024	K01652
2767802455_NHBDKAOG_04025	K01653
2767802455_NHBDKAOG_04030	K08307
2767802455_NHBDKAOG_04036	K09947
2767802455_NHBDKAOG_04037	K08304
2767802455_NHBDKAOG_04038	K06923
2767802455_NHBDKAOG_04039	K03574
2767802455_NHBDKAOG_04040	K01214
2767802455_NHBDKAOG_04041	K00700
2767802455_NHBDKAOG_04042	K00688
2767802455_NHBDKAOG_04045	K04083
2767802455_NHBDKAOG_04046	K03517
2767802455_NHBDKAOG_04048	K01915
2767802455_NHBDKAOG_04051	K13635
2767802455_NHBDKAOG_04052	K02045
2767802455_NHBDKAOG_04052	K10822
2767802455_NHBDKAOG_04052	K02030
2767802455_NHBDKAOG_04053	K02047
2767802455_NHBDKAOG_04054	K02046
2767802455_NHBDKAOG_04055	K23163
2767802455_NHBDKAOG_04061	K06133
2767802455_NHBDKAOG_04063	K00645
2767802455_NHBDKAOG_04065	K03549
2767802455_NHBDKAOG_04066	K03284
2767802455_NHBDKAOG_04067	K00548
2767802455_NHBDKAOG_04068	K00075
2767802455_NHBDKAOG_04069	K06182
2767802455_NHBDKAOG_04071	K22132
2767802455_NHBDKAOG_04072	K13590
2767802455_NHBDKAOG_04074	K03190
2767802455_NHBDKAOG_04075	K01430
2767802455_NHBDKAOG_04076	K01429
2767802455_NHBDKAOG_04077	K01428
2767802455_NHBDKAOG_04078	K00882
2767802455_NHBDKAOG_04102	K01159
2767802455_NHBDKAOG_04103	K06919
2767802455_NHBDKAOG_04107	K19789
2767802455_NHBDKAOG_04119	K06400
2767802455_NHBDKAOG_04123	K20532
2767802455_NHBDKAOG_04124	K20267
2767802455_NHBDKAOG_04125	K20533
2767802455_NHBDKAOG_04126	K20266
2767802455_NHBDKAOG_04128	K07344
2767802455_NHBDKAOG_04142	K07787
2767802455_NHBDKAOG_04143	K07798
2767802455_NHBDKAOG_04143	K15727
2767802455_NHBDKAOG_04144	K15725
2767802455_NHBDKAOG_04145	K07665
2767802455_NHBDKAOG_04146	K07644
2767802455_NHBDKAOG_04154	K03688
2767802455_NHBDKAOG_04162	K03530
2767802455_NHBDKAOG_04163	K03701
2767802455_NHBDKAOG_04165	K03111
2767802455_NHBDKAOG_04166	K01265
2767802455_NHBDKAOG_04167	K00990
2767802455_NHBDKAOG_04172	K14441
2767802455_NHBDKAOG_04173	K01613
2767802455_NHBDKAOG_04177	K01993
2767802455_NHBDKAOG_04178	K01990
2767802455_NHBDKAOG_04179	K01992
2767802455_NHBDKAOG_04182	K07497
2767802455_NHBDKAOG_04186	K03498
2767802455_NHBDKAOG_04187	K11960
2767802455_NHBDKAOG_04187	K01997
2767802455_NHBDKAOG_04188	K11961
2767802455_NHBDKAOG_04189	K11962
2767802455_NHBDKAOG_04189	K10822
2767802455_NHBDKAOG_04190	K11963
2767802455_NHBDKAOG_04190	K10822
2767802455_NHBDKAOG_04191	K03321
2767802455_NHBDKAOG_04195	K01524
2767802455_NHBDKAOG_04196	K04066
2767802455_NHBDKAOG_04197	K01599
2767802455_NHBDKAOG_04198	K03498
2767802455_NHBDKAOG_04199	K03499
2767802455_NHBDKAOG_04201	K13598
2767802455_NHBDKAOG_04203	K03500
2767802455_NHBDKAOG_04204	K13283
2767802455_NHBDKAOG_04206	K03799
2767802455_NHBDKAOG_04207	K00604
2767802455_NHBDKAOG_04208	K01462
2767802455_NHBDKAOG_04210	K04096
2767802455_NHBDKAOG_04211	K03169
2767802455_NHBDKAOG_04212	K04761
2767802455_NHBDKAOG_04215	K03147
2767802455_NHBDKAOG_04217	K00631
2767802455_NHBDKAOG_04220	K03699
2767802455_NHBDKAOG_04221	K06920
2767802455_NHBDKAOG_04223	K10026
2767802455_NHBDKAOG_04225	K03640
2767802455_NHBDKAOG_04226	K03641
2767802455_NHBDKAOG_04285	K01154
2767802455_NHBDKAOG_04287	K03427
2767802455_NHBDKAOG_04304	K03556
2767802455_NHBDKAOG_04307	K02030
2767802455_NHBDKAOG_04309	K02030
2767802455_NHBDKAOG_04310	K07315
2767802455_NHBDKAOG_04311	K19055
2767802455_NHBDKAOG_04315	K07746
2767802455_NHBDKAOG_04318	K04749
2767802455_NHBDKAOG_04319	K01214
2767802455_NHBDKAOG_04321	K04757
2767802455_NHBDKAOG_04336	K00252
2767802455_NHBDKAOG_04342	K06886
2767802455_NHBDKAOG_04346	K01153
2767802455_NHBDKAOG_04347	K03427
2767802455_NHBDKAOG_04348	K01154
2767802455_NHBDKAOG_04352	K06173
2767802455_NHBDKAOG_04354	K08086
2767802455_NHBDKAOG_04355	K00133
2767802455_NHBDKAOG_04356	K00052
2767802455_NHBDKAOG_04357	K01704
2767802455_NHBDKAOG_04359	K01703
2767802455_NHBDKAOG_04362	K13924
2767802455_NHBDKAOG_04362	K00575
2767802455_NHBDKAOG_04373	K03427
2767802455_NHBDKAOG_04374	K01154
2767802455_NHBDKAOG_04376	K01153
2767802455_NHBDKAOG_04381	K06400
2767802455_NHBDKAOG_04388	K07733
2767802455_NHBDKAOG_04391	K12279
2767802455_NHBDKAOG_04393	K12280
2767802455_NHBDKAOG_04394	K12281
2767802455_NHBDKAOG_04395	K12282
2767802455_NHBDKAOG_04396	K12283
2767802455_NHBDKAOG_04397	K12284
2767802455_NHBDKAOG_04403	K07316
2767802455_NHBDKAOG_04406	K01156
2767802455_NHBDKAOG_04413	K07001
2767802455_NHBDKAOG_04416	K00635
2767802455_NHBDKAOG_04419	K06949
2767802455_NHBDKAOG_04420	K01724
2767802455_NHBDKAOG_04421	K06013
2767802455_NHBDKAOG_04422	K13288
2767802455_NHBDKAOG_04424	K02909
2767802455_NHBDKAOG_04425	K02967
2767802455_NHBDKAOG_04426	K02357
2767802455_NHBDKAOG_04427	K09903
2767802455_NHBDKAOG_04428	K02838
2767802455_NHBDKAOG_04429	K00806
2767802455_NHBDKAOG_04430	K00981
2767802455_NHBDKAOG_04431	K00099
2767802455_NHBDKAOG_04432	K11749
2767802455_NHBDKAOG_04433	K07277
2767802455_NHBDKAOG_04434	K06142
2767802455_NHBDKAOG_04435	K02536
2767802455_NHBDKAOG_04436	K02372
2767802455_NHBDKAOG_04437	K00677
2767802455_NHBDKAOG_04438	K00748
2767802455_NHBDKAOG_04439	K03470
2767802455_NHBDKAOG_04440	K03437
2767802455_NHBDKAOG_04445	K07491
2767802455_NHBDKAOG_04447	K07075
2767802455_NHBDKAOG_04448	K07075
2767802455_NHBDKAOG_04449	K07491
2767802455_NHBDKAOG_04458	K07337
2767802455_NHBDKAOG_04460	K09859
2767802455_NHBDKAOG_04461	K00362
2767802455_NHBDKAOG_04463	K20074
2767802455_NHBDKAOG_04474	K09859
2767802455_NHBDKAOG_04476	K23541
2767802455_NHBDKAOG_04482	K00981
2767802455_NHBDKAOG_04485	K06911
2767802455_NHBDKAOG_04490	K07154
2767802455_NHBDKAOG_04495	K07043
2767802455_NHBDKAOG_04496	K01153
2767802455_NHBDKAOG_04498	K01154
2767802455_NHBDKAOG_04501	K03427
2767802455_NHBDKAOG_04507	K15011
2767802455_NHBDKAOG_04508	K15012
2767802455_NHBDKAOG_04509	K04762
2767802455_NHBDKAOG_04511	K03577
2767802455_NHBDKAOG_04514	K18138
2767802455_NHBDKAOG_04519	K03502
2767802455_NHBDKAOG_04520	K03503
2767802455_NHBDKAOG_04524	K01246
2767802455_NHBDKAOG_04526	K07039
2767802455_NHBDKAOG_04529	K09951
2767802455_NHBDKAOG_04530	K15342
2767802455_NHBDKAOG_04531	K19126
2767802455_NHBDKAOG_04532	K19125
2767802455_NHBDKAOG_04533	K19124
2767802455_NHBDKAOG_04534	K19046
2767802455_NHBDKAOG_04535	K19123
2767802455_NHBDKAOG_04536	K07012
2767802455_NHBDKAOG_04539	K07659
2767802455_NHBDKAOG_04540	K07638
2767802455_NHBDKAOG_04542	K00287
2767802455_NHBDKAOG_04543	K00560
2767802455_NHBDKAOG_04544	K23127
2767802455_NHBDKAOG_04545	K01874
2767802455_NHBDKAOG_04546	K11065
2767802455_NHBDKAOG_04552	K01448
2767802455_NHBDKAOG_04565	K19158
2767802455_NHBDKAOG_04566	K00311
2767802455_NHBDKAOG_04567	K19745
2767802455_NHBDKAOG_04571	K07263
2767802455_NHBDKAOG_04572	K03282
2767802455_NHBDKAOG_04573	K14287
2767802455_NHBDKAOG_04586	K09667
2767802455_NHBDKAOG_04591	K09456
2767802455_NHBDKAOG_04593	K06131
2767802455_NHBDKAOG_04595	K07497
2767802455_NHBDKAOG_04597	K07481
2767802455_NHBDKAOG_04598	K03406
2767802455_NHBDKAOG_04600	K07216
2767802455_NHBDKAOG_04605	K02051
2767802455_NHBDKAOG_04607	K07814
2767802455_NHBDKAOG_04608	K03412
2767802455_NHBDKAOG_04611	K02030
2767802455_NHBDKAOG_04616	K09950
2767802455_NHBDKAOG_04617	K02004
2767802455_NHBDKAOG_04627	K07491
2767802455_NHBDKAOG_04633	K07010
2767802455_NHBDKAOG_04635	K06048
2767802455_NHBDKAOG_04640	K07090
2767802455_NHBDKAOG_04642	K22042
2767802455_NHBDKAOG_04643	K07112
2767802455_NHBDKAOG_04659	K02051
2767802455_NHBDKAOG_04686	K07492
2767802455_NHBDKAOG_04696	K06894
2767802455_NHBDKAOG_04697	K11206
2767802455_NHBDKAOG_04698	K03568
2767802455_NHBDKAOG_04704	K00219
2767802455_NHBDKAOG_04705	K07663
2767802455_NHBDKAOG_04706	K07641
2767802455_NHBDKAOG_04710	K11527
2767802455_NHBDKAOG_04712	K07484
2767802455_NHBDKAOG_04715	K07814
2767802455_NHBDKAOG_04717	K21345
2767802455_NHBDKAOG_04722	K07647
2767802455_NHBDKAOG_04722	K20976
2767802455_NHBDKAOG_04723	K03406
2767802455_NHBDKAOG_04736	K07492
2767802455_NHBDKAOG_04738	K02557
2767802455_NHBDKAOG_04744	K15864
2767802455_NHBDKAOG_04746	K00374
2767802455_NHBDKAOG_04747	K00373
2767802455_NHBDKAOG_04748	K00371
2767802455_NHBDKAOG_04749	K00370
2767802455_NHBDKAOG_04750	K02575
2767802455_NHBDKAOG_04751	K02575
2767802455_NHBDKAOG_04759	K01975
2767802455_NHBDKAOG_04762	K07486
2767802455_NHBDKAOG_04764	K03559
2767802455_NHBDKAOG_04765	K03787
2767802455_NHBDKAOG_04766	K00573
2767802455_NHBDKAOG_04768	K18828
2767802455_NHBDKAOG_04769	K18829
2767802455_NHBDKAOG_04783	K18930
2767802455_NHBDKAOG_04785	K03406
2767802455_NHBDKAOG_04787	K03303
2767802455_NHBDKAOG_04788	K11711
2767802455_NHBDKAOG_04788	K14986
2767802455_NHBDKAOG_04789	K11712
2767802455_NHBDKAOG_04789	K14987
2767802455_NHBDKAOG_04789	K13041
2767802455_NHBDKAOG_04790	K01817
2767802455_NHBDKAOG_04791	K07497
2767802455_NHBDKAOG_04804	K09803
2767802455_NHBDKAOG_04807	K18700
2767802455_NHBDKAOG_04813	K06996
2767802455_NHBDKAOG_04818	K00569
2767802455_NHBDKAOG_04820	K00799
2767802455_NHBDKAOG_04823	K01692
2767802455_NHBDKAOG_04827	K03566
2767802455_NHBDKAOG_04835	K07484
2767802455_NHBDKAOG_04849	K03406
2767802455_NHBDKAOG_04850	K07497
2767802455_NHBDKAOG_04851	K07483
2767802455_NHBDKAOG_04854	K05301
2767802455_NHBDKAOG_04872	K07497
2767802455_NHBDKAOG_04875	K07075
2767802455_NHBDKAOG_04876	K07075
