Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32
OG0004130			GNJGOIBN_02187	NHBDKAOG_01267	MCBBHCNB_02491				
OG0004131			GNJGOIBN_02199	NHBDKAOG_01811	MCBBHCNB_02503				
OG0004132			GNJGOIBN_02203	NHBDKAOG_01807	MCBBHCNB_02507				
OG0004133			GNJGOIBN_02204	NHBDKAOG_01806	MCBBHCNB_02508				
OG0004134			GNJGOIBN_02205	NHBDKAOG_01805	MCBBHCNB_02509				
OG0004135			GNJGOIBN_02226	NHBDKAOG_04591				CEKMHFBL_01140	
OG0004136			GNJGOIBN_02251		MCBBHCNB_02524	lcl|AMXB01000011.1_prot_ENO81522.1_1578			
OG0004137			GNJGOIBN_02285		MCBBHCNB_02584	lcl|AMXB01000011.1_prot_ENO81508.1_1564			
OG0004138			GNJGOIBN_02286		MCBBHCNB_02585	lcl|AMXB01000011.1_prot_ENO81507.1_1563			
OG0004139			GNJGOIBN_02291	NHBDKAOG_01948	MCBBHCNB_02590				
OG0004140			GNJGOIBN_02293		MCBBHCNB_02592			CEKMHFBL_03625	
OG0004141			GNJGOIBN_02306				BFLDHLJO_02621		BBLLADNB_01562
OG0004142			GNJGOIBN_02349		MCBBHCNB_02651			CEKMHFBL_02937	
OG0004143			GNJGOIBN_02375, GNJGOIBN_02388		MCBBHCNB_02678				
OG0004144			GNJGOIBN_02405	NHBDKAOG_02246	MCBBHCNB_02695				
OG0004145			GNJGOIBN_02418		MCBBHCNB_02708			CEKMHFBL_03506	
OG0004146			GNJGOIBN_02424		MCBBHCNB_02714			CEKMHFBL_00806	
OG0004147			GNJGOIBN_02427		MCBBHCNB_02717			CEKMHFBL_00384	
OG0004148			GNJGOIBN_02428		MCBBHCNB_02718		BFLDHLJO_01070		
OG0004149			GNJGOIBN_02472		MCBBHCNB_02762			CEKMHFBL_01420	
OG0004150			GNJGOIBN_02473		MCBBHCNB_02763			CEKMHFBL_01419	
OG0004151			GNJGOIBN_02485	NHBDKAOG_03493	MCBBHCNB_02775				
OG0004152			GNJGOIBN_02597		MCBBHCNB_02867			CEKMHFBL_00523	
OG0004153			GNJGOIBN_02601		MCBBHCNB_02871			CEKMHFBL_03290	
OG0004154			GNJGOIBN_02602		MCBBHCNB_02872			CEKMHFBL_03289	
OG0004155			GNJGOIBN_02611		MCBBHCNB_02881			CEKMHFBL_02137	
OG0004156			GNJGOIBN_02616, GNJGOIBN_02853						BBLLADNB_02934
OG0004157			GNJGOIBN_02625		MCBBHCNB_02889			CEKMHFBL_02492	
OG0004158			GNJGOIBN_02626		MCBBHCNB_02890			CEKMHFBL_02493	
OG0004159			GNJGOIBN_02640	NHBDKAOG_01724	MCBBHCNB_02894				
OG0004160			GNJGOIBN_02663	NHBDKAOG_01671	MCBBHCNB_02927				
OG0004161			GNJGOIBN_02664	NHBDKAOG_01670	MCBBHCNB_02928				
OG0004162			GNJGOIBN_02665	NHBDKAOG_01669	MCBBHCNB_02929				
OG0004163			GNJGOIBN_02666	NHBDKAOG_01668	MCBBHCNB_02930				
OG0004164			GNJGOIBN_02702	NHBDKAOG_04400	MCBBHCNB_02965				
OG0004165			GNJGOIBN_02711		MCBBHCNB_02974			CEKMHFBL_00386	
OG0004166			GNJGOIBN_02712		MCBBHCNB_02975			CEKMHFBL_03059	
OG0004167			GNJGOIBN_02771	NHBDKAOG_01190	MCBBHCNB_03038				
OG0004168			GNJGOIBN_02772	NHBDKAOG_01191	MCBBHCNB_03039				
OG0004169			GNJGOIBN_02811	NHBDKAOG_00418	MCBBHCNB_03078				
OG0004170			GNJGOIBN_02868	NHBDKAOG_01562	MCBBHCNB_03139				
OG0004171			GNJGOIBN_02921		MCBBHCNB_03191		BFLDHLJO_02135		
OG0004172			GNJGOIBN_02922		MCBBHCNB_03192		BFLDHLJO_02134		
OG0004173			GNJGOIBN_02937		MCBBHCNB_03207	lcl|AMXB01000039.1_prot_ENO76443.1_3519			
OG0004174			GNJGOIBN_02975		MCBBHCNB_03245			CEKMHFBL_03785	
OG0004175			GNJGOIBN_03003	NHBDKAOG_03888	MCBBHCNB_03287				
OG0004176			GNJGOIBN_03025		MCBBHCNB_03299			CEKMHFBL_02684	
OG0004177			GNJGOIBN_03040	NHBDKAOG_02387	MCBBHCNB_03314				
OG0004178			GNJGOIBN_03049		MCBBHCNB_03323	lcl|AMXB01000018.1_prot_ENO80739.1_2297			
OG0004179			GNJGOIBN_03052		MCBBHCNB_03326			CEKMHFBL_02267	
OG0004180			GNJGOIBN_03063	NHBDKAOG_04796	MCBBHCNB_03338				
OG0004181			GNJGOIBN_03099		MCBBHCNB_03374		BFLDHLJO_02380		
OG0004182			GNJGOIBN_03102		MCBBHCNB_03377			CEKMHFBL_03918	
OG0004183			GNJGOIBN_03116		MCBBHCNB_03390			CEKMHFBL_00182	
OG0004184			GNJGOIBN_03126	NHBDKAOG_00720	MCBBHCNB_03400				
OG0004185			GNJGOIBN_03127	NHBDKAOG_00721	MCBBHCNB_03401				
OG0004186			GNJGOIBN_03128	NHBDKAOG_00722	MCBBHCNB_03402				
OG0004187			GNJGOIBN_03132		MCBBHCNB_03406				BBLLADNB_01944
OG0004188			GNJGOIBN_03171		MCBBHCNB_03445		BFLDHLJO_02414		
OG0004189			GNJGOIBN_03182	NHBDKAOG_01954	MCBBHCNB_03458				
OG0004190			GNJGOIBN_03207		MCBBHCNB_03483			CEKMHFBL_03351	
OG0004191			GNJGOIBN_03212		MCBBHCNB_03488			CEKMHFBL_01968	
OG0004192			GNJGOIBN_03215		MCBBHCNB_03491		BFLDHLJO_02456		
OG0004193			GNJGOIBN_03218	NHBDKAOG_03705	MCBBHCNB_03494				
OG0004194			GNJGOIBN_03221		MCBBHCNB_03497			CEKMHFBL_01515	
OG0004195			GNJGOIBN_03226		MCBBHCNB_03502			CEKMHFBL_02697	
OG0004196			GNJGOIBN_03231	NHBDKAOG_03564	MCBBHCNB_03507				
OG0004197			GNJGOIBN_03245		MCBBHCNB_03521			CEKMHFBL_02961	
OG0004198			GNJGOIBN_03301		MCBBHCNB_03583			CEKMHFBL_03466	
OG0004199			GNJGOIBN_03302		MCBBHCNB_03584			CEKMHFBL_03465	
OG0004200			GNJGOIBN_03313		MCBBHCNB_03595			CEKMHFBL_01958	
OG0004201			GNJGOIBN_03359		MCBBHCNB_03642			CEKMHFBL_03727	
OG0004202			GNJGOIBN_03398		MCBBHCNB_03681			CEKMHFBL_01161	
OG0004203			GNJGOIBN_03503					CEKMHFBL_01610, CEKMHFBL_02091	
OG0004204			GNJGOIBN_03504	NHBDKAOG_01151		lcl|AMXB01000060.1_prot_ENO75146.1_4020			
OG0004205			GNJGOIBN_03529		MCBBHCNB_03803			CEKMHFBL_00728	
OG0004206			GNJGOIBN_03533		MCBBHCNB_03807		BFLDHLJO_01797		
OG0004207			GNJGOIBN_03541	NHBDKAOG_04675	MCBBHCNB_03821				
OG0004208			GNJGOIBN_03557		MCBBHCNB_03841		BFLDHLJO_01852		
OG0004209			GNJGOIBN_03644	NHBDKAOG_02428	MCBBHCNB_03931				
OG0004210			GNJGOIBN_03646		MCBBHCNB_03933	lcl|AMXB01000035.1_prot_ENO76920.1_3330			
OG0004211			GNJGOIBN_03649		MCBBHCNB_03936			CEKMHFBL_01675	
OG0004212			GNJGOIBN_03659		MCBBHCNB_03946		BFLDHLJO_00534		
OG0004213			GNJGOIBN_03666		MCBBHCNB_03953		BFLDHLJO_00527		
OG0004214			GNJGOIBN_03678	NHBDKAOG_04730	MCBBHCNB_03965				
OG0004215			GNJGOIBN_03710		MCBBHCNB_03996			CEKMHFBL_00241	
OG0004216			GNJGOIBN_03771	NHBDKAOG_00696	MCBBHCNB_04047				
OG0004217			GNJGOIBN_03874	NHBDKAOG_04115	MCBBHCNB_04153				
OG0004218			GNJGOIBN_03875	NHBDKAOG_00042	MCBBHCNB_04154				
OG0004219			GNJGOIBN_03876	NHBDKAOG_00043	MCBBHCNB_04155				
OG0004220			GNJGOIBN_03877	NHBDKAOG_00044	MCBBHCNB_04156				
OG0004221			GNJGOIBN_03947		MCBBHCNB_04224			CEKMHFBL_04069	
OG0004222			GNJGOIBN_03955	NHBDKAOG_00736	MCBBHCNB_04232				
OG0004223			GNJGOIBN_03974		MCBBHCNB_04255	lcl|AMXB01000026.1_prot_ENO78502.1_2845			
OG0004224			GNJGOIBN_03978		MCBBHCNB_04260			CEKMHFBL_00316	
OG0004225			GNJGOIBN_03979		MCBBHCNB_04261			CEKMHFBL_00315	
OG0004226			GNJGOIBN_03980		MCBBHCNB_04262			CEKMHFBL_00314	
OG0004227			GNJGOIBN_03981		MCBBHCNB_04263			CEKMHFBL_00313	
OG0004228			GNJGOIBN_03982		MCBBHCNB_04264			CEKMHFBL_00312	
OG0004229			GNJGOIBN_03983		MCBBHCNB_04265			CEKMHFBL_00311	
OG0004230			GNJGOIBN_03984		MCBBHCNB_04266			CEKMHFBL_00310	
OG0004231			GNJGOIBN_03985		MCBBHCNB_04267			CEKMHFBL_00309	
OG0004232			GNJGOIBN_03986		MCBBHCNB_04268			CEKMHFBL_00308	
OG0004233			GNJGOIBN_03987		MCBBHCNB_04269			CEKMHFBL_00307	
OG0004234			GNJGOIBN_03994		MCBBHCNB_04276	lcl|AMXB01000018.1_prot_ENO80680.1_2238			
OG0004235			GNJGOIBN_03996		MCBBHCNB_04278			CEKMHFBL_03753	
OG0004236			GNJGOIBN_03999, GNJGOIBN_04000		MCBBHCNB_04281				
OG0004237			GNJGOIBN_04003	NHBDKAOG_00727	MCBBHCNB_04284				
OG0004238			GNJGOIBN_04005		MCBBHCNB_04286			CEKMHFBL_01374	
OG0004239			GNJGOIBN_04022		MCBBHCNB_04358			CEKMHFBL_00417	
OG0004240			GNJGOIBN_04085	NHBDKAOG_04620	MCBBHCNB_04369				
OG0004241			GNJGOIBN_04171		MCBBHCNB_04459		BFLDHLJO_03233		
OG0004242			GNJGOIBN_04224		MCBBHCNB_04510			CEKMHFBL_01302	
OG0004243			GNJGOIBN_04254	NHBDKAOG_01036	MCBBHCNB_04539				
OG0004244			GNJGOIBN_04260		MCBBHCNB_04545	lcl|AMXB01000019.1_prot_ENO80585.1_2303			
OG0004245			GNJGOIBN_04266		MCBBHCNB_04551	lcl|AMXB01000015.1_prot_ENO81025.1_1997			
OG0004246			GNJGOIBN_04271		MCBBHCNB_04556	lcl|AMXB01000015.1_prot_ENO81026.1_1998			
OG0004247			GNJGOIBN_04272		MCBBHCNB_04557	lcl|AMXB01000015.1_prot_ENO81027.1_1999			
OG0004248			GNJGOIBN_04291		MCBBHCNB_04584				BBLLADNB_02380
OG0004249			GNJGOIBN_04380		MCBBHCNB_04671		BFLDHLJO_00835		
OG0004250			GNJGOIBN_04382	NHBDKAOG_04582	MCBBHCNB_04673				
OG0004251			GNJGOIBN_04386		MCBBHCNB_04707		BFLDHLJO_00902		
OG0004252			GNJGOIBN_04398		MCBBHCNB_04719	lcl|AMXB01000035.1_prot_ENO76937.1_3347			
OG0004253			GNJGOIBN_04399		MCBBHCNB_04720	lcl|AMXB01000035.1_prot_ENO76936.1_3346			
OG0004254			GNJGOIBN_04400		MCBBHCNB_04721	lcl|AMXB01000035.1_prot_ENO76935.1_3345			
OG0004255			GNJGOIBN_04401		MCBBHCNB_04722	lcl|AMXB01000035.1_prot_ENO76934.1_3344			
OG0004256			GNJGOIBN_04402		MCBBHCNB_04723	lcl|AMXB01000035.1_prot_ENO76933.1_3343			
OG0004257			GNJGOIBN_04404		MCBBHCNB_04725			CEKMHFBL_02963	
OG0004258			GNJGOIBN_04409	NHBDKAOG_01503	MCBBHCNB_04730				
OG0004259			GNJGOIBN_04410	NHBDKAOG_01502	MCBBHCNB_04731				
OG0004260				NHBDKAOG_00007, NHBDKAOG_04238					BBLLADNB_01949
OG0004261				NHBDKAOG_00023, NHBDKAOG_03466			BFLDHLJO_01289		
OG0004262				NHBDKAOG_00028	MCBBHCNB_00036, MCBBHCNB_00051				
OG0004263				NHBDKAOG_00054			BFLDHLJO_00662	CEKMHFBL_02384	
OG0004264				NHBDKAOG_00087, NHBDKAOG_01477		lcl|AMXB01000012.1_prot_ENO81406.1_1709			
OG0004265				NHBDKAOG_00101			BFLDHLJO_01120	CEKMHFBL_00798	
OG0004266				NHBDKAOG_00102			BFLDHLJO_01121	CEKMHFBL_00797	
OG0004267				NHBDKAOG_00103			BFLDHLJO_01122	CEKMHFBL_00796	
OG0004268				NHBDKAOG_00104			BFLDHLJO_01123	CEKMHFBL_00795	
OG0004269				NHBDKAOG_00105			BFLDHLJO_01124	CEKMHFBL_00794	
OG0004270				NHBDKAOG_00148		lcl|AMXB01000029.1_prot_ENO77785.1_3042	BFLDHLJO_00897		
OG0004271				NHBDKAOG_00149		lcl|AMXB01000029.1_prot_ENO77784.1_3041	BFLDHLJO_00898		
OG0004272				NHBDKAOG_00152		lcl|AMXB01000007.1_prot_ENO82081.1_1000			BBLLADNB_00136
OG0004273				NHBDKAOG_00154		lcl|AMXB01000007.1_prot_ENO82079.1_998			BBLLADNB_00138
OG0004274				NHBDKAOG_00156		lcl|AMXB01000038.1_prot_ENO76598.1_3508			BBLLADNB_00140
OG0004275				NHBDKAOG_00157		lcl|AMXB01000038.1_prot_ENO76597.1_3507			BBLLADNB_00141
OG0004276				NHBDKAOG_00190, NHBDKAOG_03913			BFLDHLJO_03462		
OG0004277				NHBDKAOG_00196, NHBDKAOG_03124			BFLDHLJO_00228		
OG0004278				NHBDKAOG_00197, NHBDKAOG_03123			BFLDHLJO_00226		
OG0004279				NHBDKAOG_00198, NHBDKAOG_03122			BFLDHLJO_00225		
OG0004280				NHBDKAOG_00213, NHBDKAOG_00217, NHBDKAOG_04442					
OG0004281				NHBDKAOG_00248, NHBDKAOG_00535, NHBDKAOG_04836					
OG0004282				NHBDKAOG_00305	MCBBHCNB_04684, MCBBHCNB_04685				
OG0004283				NHBDKAOG_00479	MCBBHCNB_04535			CEKMHFBL_04197	
OG0004284				NHBDKAOG_00638		lcl|AMXB01000031.1_prot_ENO77396.1_3130		CEKMHFBL_01729	
OG0004285				NHBDKAOG_00649		lcl|AMXB01000051.1_prot_ENO75555.1_3864		CEKMHFBL_01830	
OG0004286				NHBDKAOG_00725, NHBDKAOG_01376				CEKMHFBL_02832	
OG0004287				NHBDKAOG_00746	MCBBHCNB_00117			CEKMHFBL_04212	
OG0004288				NHBDKAOG_00995, NHBDKAOG_04403			BFLDHLJO_02652		
OG0004289				NHBDKAOG_01006, NHBDKAOG_01698				CEKMHFBL_00533	
OG0004290				NHBDKAOG_01037, NHBDKAOG_03954, NHBDKAOG_04333					
OG0004291				NHBDKAOG_01330, NHBDKAOG_04655					BBLLADNB_02170
OG0004292				NHBDKAOG_01473	MCBBHCNB_03967		BFLDHLJO_01325		
OG0004293				NHBDKAOG_01487			BFLDHLJO_00728		BBLLADNB_03819
OG0004294				NHBDKAOG_01660		lcl|AMXB01000003.1_prot_ENO82781.1_423	BFLDHLJO_02229		
OG0004295				NHBDKAOG_01683, NHBDKAOG_02296, NHBDKAOG_02450					
OG0004296				NHBDKAOG_01717			BFLDHLJO_01645, BFLDHLJO_02515		
OG0004297				NHBDKAOG_01857	MCBBHCNB_00350, MCBBHCNB_01378				
OG0004298				NHBDKAOG_01950	MCBBHCNB_02598			CEKMHFBL_00169	
OG0004299				NHBDKAOG_02030, NHBDKAOG_04031				CEKMHFBL_01837	
OG0004300				NHBDKAOG_02054		lcl|AMXB01000018.1_prot_ENO80672.1_2230		CEKMHFBL_00767	
OG0004301				NHBDKAOG_02111, NHBDKAOG_02115, NHBDKAOG_03697					
OG0004302				NHBDKAOG_02160			BFLDHLJO_00708, BFLDHLJO_02436		
OG0004303				NHBDKAOG_02167			BFLDHLJO_00715, BFLDHLJO_02432		
OG0004304				NHBDKAOG_02174, NHBDKAOG_04799				CEKMHFBL_03682	
OG0004305				NHBDKAOG_02175, NHBDKAOG_04798				CEKMHFBL_03683	
OG0004306				NHBDKAOG_02243, NHBDKAOG_02469	MCBBHCNB_02546				
OG0004307				NHBDKAOG_02263, NHBDKAOG_04103					BBLLADNB_02181
OG0004308				NHBDKAOG_02353			BFLDHLJO_00864		BBLLADNB_03600
OG0004309				NHBDKAOG_02658			BFLDHLJO_03680		BBLLADNB_02348
OG0004310				NHBDKAOG_02705			BFLDHLJO_02412, BFLDHLJO_02950		
OG0004311				NHBDKAOG_02798				CEKMHFBL_03170, CEKMHFBL_03174	
OG0004312				NHBDKAOG_02977			BFLDHLJO_03935	CEKMHFBL_03522	
OG0004313				NHBDKAOG_03073	MCBBHCNB_01455			CEKMHFBL_04137	
OG0004314				NHBDKAOG_03270			BFLDHLJO_03682		BBLLADNB_02349
OG0004315				NHBDKAOG_03271			BFLDHLJO_03683		BBLLADNB_02350
OG0004316				NHBDKAOG_03610	MCBBHCNB_00969			CEKMHFBL_01415	
OG0004317				NHBDKAOG_03632, NHBDKAOG_04581				CEKMHFBL_03969	
OG0004318				NHBDKAOG_03975			BFLDHLJO_01667	CEKMHFBL_00843	
OG0004319				NHBDKAOG_04063			BFLDHLJO_01300	CEKMHFBL_02447	
OG0004320				NHBDKAOG_04095			BFLDHLJO_00358, BFLDHLJO_02867		
OG0004321				NHBDKAOG_04105			BFLDHLJO_00369, BFLDHLJO_02856		
OG0004322				NHBDKAOG_04111			BFLDHLJO_02851		BBLLADNB_02183
OG0004323				NHBDKAOG_04112			BFLDHLJO_02850		BBLLADNB_02184
OG0004324				NHBDKAOG_04113			BFLDHLJO_00375, BFLDHLJO_02849		
OG0004325				NHBDKAOG_04114			BFLDHLJO_00376, BFLDHLJO_02848		
OG0004326				NHBDKAOG_04125	MCBBHCNB_00241	lcl|AMXB01000030.1_prot_ENO77588.1_3089			
OG0004327				NHBDKAOG_04276					BBLLADNB_00152, BBLLADNB_00186
OG0004328				NHBDKAOG_04313	MCBBHCNB_00120			CEKMHFBL_04209	
OG0004329				NHBDKAOG_04325, NHBDKAOG_04368, NHBDKAOG_04873					
OG0004330				NHBDKAOG_04407			BFLDHLJO_01758	CEKMHFBL_00275	
OG0004331				NHBDKAOG_04590				CEKMHFBL_01287, CEKMHFBL_03352	
OG0004332				NHBDKAOG_04641		lcl|AMXB01000002.1_prot_ENO83012.1_272		CEKMHFBL_03141	
OG0004333				NHBDKAOG_04869	MCBBHCNB_01909, MCBBHCNB_04734				
OG0004334					MCBBHCNB_00001, MCBBHCNB_00070, MCBBHCNB_00232				
OG0004335					MCBBHCNB_00006	lcl|AMXB01000031.1_prot_ENO77405.1_3139	BFLDHLJO_00817		
OG0004336					MCBBHCNB_00007	lcl|AMXB01000031.1_prot_ENO77404.1_3138	BFLDHLJO_03642		
OG0004337					MCBBHCNB_00124	lcl|AMXB01000028.1_prot_ENO78009.1_2957		CEKMHFBL_04205	
OG0004338					MCBBHCNB_00165, MCBBHCNB_00183	lcl|AMXB01000037.1_prot_ENO76670.1_3409			
OG0004339					MCBBHCNB_01707, MCBBHCNB_03453		BFLDHLJO_03270		
OG0004340					MCBBHCNB_02038, MCBBHCNB_02039, MCBBHCNB_03468				
OG0004341					MCBBHCNB_02417		BFLDHLJO_00798		BBLLADNB_02391
OG0004342					MCBBHCNB_03815		BFLDHLJO_04068		BBLLADNB_02614
OG0004343						lcl|AMXB01000002.1_prot_ENO83016.1_276	BFLDHLJO_02342		BBLLADNB_01574
OG0004344						lcl|AMXB01000004.1_prot_ENO82657.1_616, lcl|AMXB01000011.1_prot_ENO81535.1_1591, lcl|AMXB01000061.1_prot_ENO75110.1_4038			
OG0004345						lcl|AMXB01000006.1_prot_ENO82222.1_826	BFLDHLJO_02021	CEKMHFBL_03915	
OG0004346						lcl|AMXB01000006.1_prot_ENO82263.1_867, lcl|AMXB01000012.1_prot_ENO81345.1_1648, lcl|AMXB01000014.1_prot_ENO81151.1_1915			
OG0004347						lcl|AMXB01000006.1_prot_ENO82348.1_952	BFLDHLJO_01896	CEKMHFBL_00163	
OG0004348						lcl|AMXB01000008.1_prot_ENO81903.1_1131, lcl|AMXB01000020.1_prot_ENO80530.1_2412	BFLDHLJO_02032		
OG0004349						lcl|AMXB01000008.1_prot_ENO81971.1_1199	BFLDHLJO_02606	CEKMHFBL_03467	
OG0004350						lcl|AMXB01000008.1_prot_ENO81976.1_1204, lcl|AMXB01000014.1_prot_ENO81159.1_1923, lcl|AMXB01000029.1_prot_ENO77787.1_3044			
OG0004351						lcl|AMXB01000010.1_prot_ENO81601.1_1369, lcl|AMXB01000027.1_prot_ENO78238.1_2874, lcl|AMXB01000096.1_prot_ENO74427.1_4261			
OG0004352						lcl|AMXB01000010.1_prot_ENO81602.1_1370, lcl|AMXB01000027.1_prot_ENO78237.1_2873, lcl|AMXB01000106.1_prot_ENO74365.1_4273			
OG0004353						lcl|AMXB01000010.1_prot_ENO81604.1_1372, lcl|AMXB01000037.1_prot_ENO76695.1_3434, lcl|AMXB01000055.1_prot_ENO75366.1_3954			
OG0004354						lcl|AMXB01000010.1_prot_ENO81605.1_1373, lcl|AMXB01000037.1_prot_ENO76696.1_3435, lcl|AMXB01000055.1_prot_ENO75367.1_3955			
OG0004355						lcl|AMXB01000010.1_prot_ENO81616.1_1384, lcl|AMXB01000012.1_prot_ENO81414.1_1717, lcl|AMXB01000025.1_prot_ENO78751.1_2776			
OG0004356						lcl|AMXB01000011.1_prot_ENO81481.1_1537, lcl|AMXB01000029.1_prot_ENO77762.1_3019		CEKMHFBL_00164	
OG0004357						lcl|AMXB01000013.1_prot_ENO81262.1_1800, lcl|AMXB01000014.1_prot_ENO81080.1_1844	BFLDHLJO_00274		
OG0004358						lcl|AMXB01000013.1_prot_ENO81293.1_1831		CEKMHFBL_00418, CEKMHFBL_03030	
OG0004359						lcl|AMXB01000014.1_prot_ENO81082.1_1846, lcl|AMXB01000023.1_prot_ENO79333.1_2641, lcl|AMXB01000035.1_prot_ENO76947.1_3357			
OG0004360						lcl|AMXB01000014.1_prot_ENO81083.1_1847, lcl|AMXB01000023.1_prot_ENO79332.1_2640, lcl|AMXB01000035.1_prot_ENO76946.1_3356			
OG0004361						lcl|AMXB01000014.1_prot_ENO81128.1_1892, lcl|AMXB01000014.1_prot_ENO81152.1_1916, lcl|AMXB01000050.1_prot_ENO75618.1_3837			
OG0004362						lcl|AMXB01000014.1_prot_ENO81160.1_1924, lcl|AMXB01000063.1_prot_ENO75027.1_4066	BFLDHLJO_00422		
OG0004363						lcl|AMXB01000023.1_prot_ENO79292.1_2600, lcl|AMXB01000023.1_prot_ENO79293.1_2601, lcl|AMXB01000026.1_prot_ENO78473.1_2816			
OG0004364						lcl|AMXB01000023.1_prot_ENO79306.1_2614, lcl|AMXB01000023.1_prot_ENO79326.1_2634, lcl|AMXB01000023.1_prot_ENO79346.1_2654			
OG0004365						lcl|AMXB01000023.1_prot_ENO79309.1_2617, lcl|AMXB01000023.1_prot_ENO79325.1_2633, lcl|AMXB01000023.1_prot_ENO79345.1_2653			
OG0004366						lcl|AMXB01000024.1_prot_ENO79000.1_2684	BFLDHLJO_03684		BBLLADNB_02351
OG0004367						lcl|AMXB01000024.1_prot_ENO79018.1_2702	BFLDHLJO_02469		BBLLADNB_02541
OG0004368						lcl|AMXB01000025.1_prot_ENO78717.1_2742, lcl|AMXB01000025.1_prot_ENO78724.1_2749, lcl|AMXB01000025.1_prot_ENO78725.1_2750			
OG0004369						lcl|AMXB01000025.1_prot_ENO78733.1_2758, lcl|AMXB01000025.1_prot_ENO78734.1_2759, lcl|AMXB01000025.1_prot_ENO78758.1_2783			
OG0004370						lcl|AMXB01000033.1_prot_ENO77178.1_3229	BFLDHLJO_01302	CEKMHFBL_02445	
OG0004371						lcl|AMXB01000036.1_prot_ENO76800.1_3371, lcl|AMXB01000050.1_prot_ENO75637.1_3856, lcl|AMXB01000122.1_prot_ENO74312.1_4289			
OG0004372						lcl|AMXB01000037.1_prot_ENO76681.1_3420	BFLDHLJO_03176, BFLDHLJO_03859		
OG0004373						lcl|AMXB01000037.1_prot_ENO76712.1_3451, lcl|AMXB01000078.1_prot_ENO74602.1_4222			BBLLADNB_03805
OG0004374						lcl|AMXB01000057.1_prot_ENO75268.1_3988, lcl|AMXB01000069.1_prot_ENO74818.1_4132	BFLDHLJO_03196		
OG0004375							BFLDHLJO_00543, BFLDHLJO_03248, BFLDHLJO_03686		
OG0004376							BFLDHLJO_01041	CEKMHFBL_01823, CEKMHFBL_02602	
OG0004377							BFLDHLJO_01802, BFLDHLJO_02665		BBLLADNB_02656
OG0004378							BFLDHLJO_02024, BFLDHLJO_02027, BFLDHLJO_02031		
OG0004379							BFLDHLJO_02028, BFLDHLJO_03295	CEKMHFBL_03687	
OG0004380							BFLDHLJO_02371	CEKMHFBL_01849, CEKMHFBL_03300	
OG0004381							BFLDHLJO_02733, BFLDHLJO_03681		BBLLADNB_00707
OG0004382							BFLDHLJO_02932, BFLDHLJO_04184	CEKMHFBL_01160	
OG0004383							BFLDHLJO_03021, BFLDHLJO_04065		BBLLADNB_02612
OG0004384							BFLDHLJO_03252, BFLDHLJO_04067		BBLLADNB_02613
OG0004385							BFLDHLJO_03254, BFLDHLJO_03593		BBLLADNB_00469
OG0004386							BFLDHLJO_03255, BFLDHLJO_03592		BBLLADNB_00470
OG0004387							BFLDHLJO_03256, BFLDHLJO_03591		BBLLADNB_00473
OG0004388							BFLDHLJO_03878	CEKMHFBL_03027	BBLLADNB_02982
OG0004389								CEKMHFBL_01047, CEKMHFBL_02954, CEKMHFBL_03238	
OG0004390								CEKMHFBL_01344, CEKMHFBL_01345, CEKMHFBL_01349	
OG0004391								CEKMHFBL_03662, CEKMHFBL_03845, CEKMHFBL_03846	
OG0004392	2506669366					lcl|AMXB01000002.1_prot_ENO83082.1_342			
OG0004393	2506669404					lcl|AMXB01000005.1_prot_ENO82385.1_680			
OG0004394	2506669405					lcl|AMXB01000005.1_prot_ENO82384.1_679			
OG0004395	2506669410					lcl|AMXB01000023.1_prot_ENO79297.1_2605			
OG0004396	2506669432					lcl|AMXB01000005.1_prot_ENO82489.1_784			
OG0004397	2506669509					lcl|AMXB01000037.1_prot_ENO76703.1_3442			
OG0004398	2506669545							CEKMHFBL_00462	
OG0004399	2506669550, 2506672306								
OG0004400	2506669616					lcl|AMXB01000004.1_prot_ENO82559.1_518			
OG0004401	2506669617					lcl|AMXB01000004.1_prot_ENO82558.1_517			
OG0004402	2506669620						BFLDHLJO_02458		
OG0004403	2506669624, 2506672707								
OG0004404	2506669636					lcl|AMXB01000004.1_prot_ENO82641.1_600			
OG0004405	2506669648					lcl|AMXB01000002.1_prot_ENO83083.1_343			
OG0004406	2506669663					lcl|AMXB01000018.1_prot_ENO80712.1_2270			
OG0004407	2506669672, 2506671268								
OG0004408	2506669674					lcl|AMXB01000001.1_prot_ENO83142.1_15			
OG0004409	2506669675					lcl|AMXB01000001.1_prot_ENO83141.1_14			
OG0004410	2506669676					lcl|AMXB01000001.1_prot_ENO83140.1_13			
OG0004411	2506669677					lcl|AMXB01000002.1_prot_ENO83085.1_345			
OG0004412	2506669690							CEKMHFBL_00860	
OG0004413	2506669704					lcl|AMXB01000009.1_prot_ENO81781.1_1272			
OG0004414	2506669705					lcl|AMXB01000069.1_prot_ENO74822.1_4136			
OG0004415	2506669706					lcl|AMXB01000019.1_prot_ENO80627.1_2345			
OG0004416	2506669737					lcl|AMXB01000008.1_prot_ENO81952.1_1180			
OG0004417	2506669760			NHBDKAOG_03240					
OG0004418	2506669792					lcl|AMXB01000054.1_prot_ENO75414.1_3931			
OG0004419	2506669807					lcl|AMXB01000004.1_prot_ENO82682.1_641			
OG0004420	2506669808					lcl|AMXB01000004.1_prot_ENO82683.1_642			
