Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32	Total
OG0001602	0	1	1	0	1	0	3	0	3	9
OG0001603	0	1	1	2	1	1	2	0	1	9
OG0001604	0	1	1	1	1	0	3	2	0	9
OG0001605	0	1	1	2	1	1	1	1	1	9
OG0001606	0	1	2	1	1	1	1	1	1	9
OG0001607	0	1	2	1	2	0	1	1	1	9
OG0001608	0	1	1	3	1	0	2	1	0	9
OG0001609	0	2	2	0	2	0	1	0	2	9
OG0001610	0	1	1	2	1	1	1	1	1	9
OG0001611	0	1	1	0	1	3	1	1	1	9
OG0001612	0	1	0	1	2	0	4	1	0	9
OG0001613	0	1	1	1	1	2	1	1	1	9
OG0001614	0	1	1	2	1	1	1	1	1	9
OG0001615	0	1	1	1	1	2	1	1	1	9
OG0001616	0	1	1	2	1	1	1	1	1	9
OG0001617	0	1	2	1	1	1	1	1	1	9
OG0001618	0	1	2	1	2	0	1	1	1	9
OG0001619	0	1	1	2	1	1	1	1	1	9
OG0001620	0	1	1	1	1	2	1	1	1	9
OG0001621	0	1	1	1	1	3	1	1	0	9
OG0001622	0	1	1	1	1	2	1	1	1	9
OG0001623	0	1	1	1	1	2	1	1	1	9
OG0001624	0	1	1	1	1	2	1	1	1	9
OG0001625	0	1	0	2	0	2	2	1	1	9
OG0001626	0	1	1	1	1	0	2	1	2	9
OG0001627	0	1	2	1	2	0	0	2	1	9
OG0001628	0	1	2	1	2	0	1	1	1	9
OG0001629	0	1	1	1	1	2	1	1	1	9
OG0001630	0	2	2	0	2	1	0	0	2	9
OG0001631	0	1	1	1	1	0	2	1	2	9
OG0001632	0	1	1	1	1	1	1	2	1	9
OG0001633	0	1	2	1	1	0	1	1	2	9
OG0001634	0	1	2	1	1	1	1	1	1	9
OG0001635	0	1	0	2	0	1	1	3	1	9
OG0001636	0	1	1	1	1	1	1	1	2	9
OG0001637	0	1	1	1	1	2	2	0	1	9
OG0001638	0	1	1	4	1	0	1	0	1	9
OG0001639	0	1	2	1	2	1	0	1	1	9
OG0001640	0	1	1	1	3	1	1	0	1	9
OG0001641	0	1	0	4	0	1	1	0	2	9
OG0001642	0	1	1	2	2	0	1	0	2	9
OG0001643	0	1	1	1	1	0	2	2	1	9
OG0001644	0	1	2	1	1	0	2	1	1	9
OG0001645	0	1	1	2	1	0	1	2	1	9
OG0001646	0	1	1	1	1	2	1	1	1	9
OG0001647	0	1	0	2	0	2	1	1	2	9
OG0001648	0	1	2	1	1	1	1	1	1	9
OG0001649	0	1	2	1	1	1	1	1	1	9
OG0001650	0	1	1	2	1	1	1	1	1	9
OG0001651	0	1	2	1	1	1	1	1	1	9
OG0001652	0	3	0	1	0	1	1	1	2	9
OG0001653	0	1	1	1	1	0	3	1	1	9
OG0001654	0	1	1	1	1	0	2	2	1	9
OG0001655	0	1	1	1	1	2	1	1	1	9
OG0001656	0	1	0	1	1	1	5	0	0	9
OG0001657	0	0	1	3	1	0	2	1	1	9
OG0001658	0	0	2	1	2	2	0	2	0	9
OG0001659	0	0	1	3	1	1	1	2	0	9
OG0001660	0	0	1	2	1	2	0	3	0	9
OG0001661	0	0	2	0	1	5	0	1	0	9
OG0001662	0	0	0	0	9	0	0	0	0	9
OG0001663	0	0	0	0	8	0	0	1	0	9
OG0001664	0	0	0	0	0	8	0	0	1	9
OG0001665	1	1	0	0	0	2	3	0	1	8
OG0001666	1	1	1	1	1	1	1	1	0	8
OG0001667	1	1	1	1	1	1	1	1	0	8
OG0001668	1	1	0	1	1	1	1	1	1	8
OG0001669	1	1	1	0	1	1	1	1	1	8
OG0001670	1	1	1	1	1	0	1	1	1	8
OG0001671	1	1	1	1	1	0	1	1	1	8
OG0001672	1	1	1	1	1	0	1	1	1	8
OG0001673	1	1	1	1	1	0	1	1	1	8
OG0001674	1	1	1	0	1	1	1	1	1	8
OG0001675	1	1	1	1	1	1	0	1	1	8
OG0001676	1	1	1	1	1	1	0	1	1	8
OG0001677	1	1	1	1	1	1	1	0	1	8
OG0001678	1	0	1	1	1	1	1	1	1	8
OG0001679	1	1	1	1	1	0	1	1	1	8
OG0001680	1	1	1	1	1	1	1	1	0	8
OG0001681	1	1	1	1	1	1	1	1	0	8
OG0001682	1	1	1	1	1	1	1	1	0	8
OG0001683	1	1	1	1	1	1	1	1	0	8
OG0001684	1	1	1	1	1	1	1	1	0	8
OG0001685	1	1	1	1	1	1	1	1	0	8
OG0001686	1	1	1	1	1	0	1	1	1	8
OG0001687	1	1	1	1	1	1	1	1	0	8
OG0001688	1	1	1	1	1	0	1	1	1	8
OG0001689	1	1	1	1	1	0	1	1	1	8
OG0001690	1	1	1	1	1	0	1	1	1	8
OG0001691	1	1	1	0	1	1	1	1	1	8
OG0001692	1	1	1	1	1	1	1	1	0	8
OG0001693	1	1	1	1	1	1	1	1	0	8
OG0001694	1	1	1	1	1	1	0	1	1	8
OG0001695	1	1	1	1	1	1	1	1	0	8
OG0001696	1	1	1	0	1	1	1	1	1	8
OG0001697	1	1	1	0	1	1	1	1	1	8
OG0001698	1	1	1	0	1	1	1	1	1	8
OG0001699	1	1	1	0	1	1	1	1	1	8
OG0001700	1	1	1	1	1	0	1	1	1	8
OG0001701	1	1	1	1	1	0	1	1	1	8
OG0001702	1	1	1	1	1	1	1	1	0	8
OG0001703	1	1	1	1	1	0	1	1	1	8
OG0001704	1	1	1	2	1	0	1	1	0	8
OG0001705	1	1	1	1	1	0	1	1	1	8
OG0001706	1	1	1	1	1	1	0	1	1	8
OG0001707	1	1	1	1	1	0	1	1	1	8
OG0001708	1	1	1	1	1	1	1	0	1	8
OG0001709	1	1	1	1	1	1	1	1	0	8
OG0001710	1	1	1	0	1	1	1	1	1	8
OG0001711	1	1	1	1	1	0	1	1	1	8
OG0001712	1	1	1	1	1	0	1	1	1	8
OG0001713	1	1	1	2	1	0	1	0	1	8
OG0001714	1	1	1	1	1	1	1	1	0	8
OG0001715	1	1	1	1	1	1	1	1	0	8
OG0001716	1	1	1	1	1	0	1	1	1	8
OG0001717	1	1	1	1	1	0	1	1	1	8
OG0001718	1	1	1	1	1	0	1	1	1	8
OG0001719	1	1	1	1	1	0	1	1	1	8
OG0001720	1	1	1	1	1	1	1	1	0	8
OG0001721	2	1	1	0	1	0	1	1	1	8
OG0001722	1	0	3	0	3	0	0	1	0	8
OG0001723	1	1	1	0	1	1	1	1	1	8
OG0001724	2	1	0	1	0	1	1	1	1	8
OG0001725	1	1	1	0	1	1	1	1	1	8
OG0001726	1	1	1	1	1	1	1	1	0	8
OG0001727	1	1	1	2	1	0	1	1	0	8
OG0001728	1	1	1	1	1	1	1	1	0	8
OG0001729	1	1	1	1	1	1	1	1	0	8
OG0001730	1	1	1	1	1	0	1	1	1	8
OG0001731	1	1	1	1	1	1	1	1	0	8
OG0001732	1	1	1	1	1	1	0	1	1	8
OG0001733	1	1	1	1	1	1	0	1	1	8
OG0001734	1	1	1	1	1	1	0	1	1	8
OG0001735	1	1	1	1	1	1	0	1	1	8
OG0001736	1	1	1	1	1	1	0	1	1	8
OG0001737	1	1	1	1	1	1	1	1	0	8
OG0001738	1	1	1	1	1	0	1	1	1	8
OG0001739	1	1	1	1	1	1	0	1	1	8
OG0001740	1	1	1	2	1	0	0	1	1	8
OG0001741	1	1	1	1	1	1	0	1	1	8
OG0001742	1	1	1	1	1	1	0	1	1	8
OG0001743	1	1	1	1	1	1	0	1	1	8
OG0001744	1	1	1	1	1	1	0	1	1	8
OG0001745	1	1	1	1	1	1	0	1	1	8
OG0001746	1	1	1	1	1	1	0	1	1	8
OG0001747	1	1	1	1	1	1	0	1	1	8
OG0001748	1	1	1	1	1	1	0	1	1	8
OG0001749	1	1	1	0	1	1	1	1	1	8
OG0001750	1	1	1	1	1	1	1	1	0	8
OG0001751	1	1	1	0	1	1	1	1	1	8
OG0001752	1	1	1	1	1	0	1	1	1	8
OG0001753	1	1	1	0	1	1	1	1	1	8
OG0001754	1	1	1	1	1	1	1	1	0	8
OG0001755	1	1	1	1	1	1	1	1	0	8
OG0001756	1	1	1	1	1	1	1	0	1	8
OG0001757	1	1	1	1	1	1	1	0	1	8
OG0001758	2	1	1	1	1	1	0	1	0	8
OG0001759	1	1	1	1	1	1	1	1	0	8
OG0001760	1	1	1	1	1	1	0	1	1	8
OG0001761	1	1	1	1	1	1	0	1	1	8
OG0001762	1	1	1	1	1	1	0	1	1	8
OG0001763	1	1	1	1	1	1	0	1	1	8
OG0001764	1	1	1	1	1	1	0	1	1	8
OG0001765	1	1	1	1	1	1	0	1	1	8
OG0001766	1	1	1	1	1	1	0	1	1	8
OG0001767	1	1	1	1	1	0	1	1	1	8
OG0001768	1	1	1	0	1	1	1	1	1	8
OG0001769	1	1	1	1	1	0	1	1	1	8
OG0001770	1	1	1	0	1	1	1	1	1	8
OG0001771	1	0	1	2	1	1	0	2	0	8
OG0001772	1	0	1	2	1	2	0	1	0	8
OG0001773	1	1	1	1	1	1	0	1	1	8
OG0001774	1	1	1	1	1	0	1	1	1	8
OG0001775	2	1	1	0	1	1	0	1	1	8
OG0001776	1	1	1	1	1	1	0	1	1	8
OG0001777	1	1	1	1	1	1	0	1	1	8
OG0001778	1	1	1	1	1	1	0	1	1	8
OG0001779	1	1	1	1	1	1	0	1	1	8
OG0001780	1	1	1	1	1	1	0	1	1	8
OG0001781	1	1	1	1	1	1	0	1	1	8
OG0001782	1	1	1	1	1	1	0	1	1	8
OG0001783	1	1	1	1	1	1	1	1	0	8
OG0001784	1	1	1	1	1	0	1	1	1	8
OG0001785	1	1	1	1	1	0	1	1	1	8
OG0001786	1	1	1	1	1	1	0	1	1	8
OG0001787	1	0	0	3	0	4	0	0	0	8
OG0001788	1	1	1	1	1	0	1	1	1	8
OG0001789	1	1	1	1	1	0	1	1	1	8
OG0001790	1	1	1	1	1	0	1	1	1	8
OG0001791	1	1	1	0	1	1	1	1	1	8
OG0001792	1	1	1	0	1	1	1	1	1	8
OG0001793	1	1	1	1	1	1	0	1	1	8
OG0001794	1	1	1	1	1	0	1	1	1	8
OG0001795	1	1	1	0	1	1	1	1	1	8
OG0001796	1	1	1	1	1	1	1	1	0	8
OG0001797	1	1	1	1	1	1	1	1	0	8
OG0001798	1	1	1	1	1	1	1	1	0	8
OG0001799	1	1	1	1	1	0	1	1	1	8
OG0001800	1	0	2	2	1	1	0	1	0	8
OG0001801	1	1	1	0	1	1	1	1	1	8
OG0001802	1	1	1	1	1	0	1	1	1	8
OG0001803	1	0	1	1	1	0	1	2	1	8
OG0001804	1	0	1	1	1	0	1	2	1	8
OG0001805	1	1	1	0	1	1	1	1	1	8
OG0001806	1	1	1	1	1	1	0	1	1	8
OG0001807	1	1	1	1	1	0	1	1	1	8
OG0001808	1	1	1	1	1	1	0	1	1	8
OG0001809	1	1	1	1	1	1	0	1	1	8
OG0001810	1	1	1	1	1	0	1	1	1	8
OG0001811	2	1	1	0	1	1	0	1	1	8
OG0001812	1	1	1	1	1	0	1	1	1	8
OG0001813	1	1	1	1	1	1	1	1	0	8
OG0001814	1	1	1	1	1	1	1	1	0	8
OG0001815	1	1	1	1	1	1	1	1	0	8
OG0001816	1	1	1	0	1	1	1	1	1	8
OG0001817	4	1	0	0	0	0	1	1	1	8
OG0001818	1	1	1	1	1	1	0	1	1	8
OG0001819	1	1	1	1	1	1	1	1	0	8
OG0001820	1	1	1	1	1	1	1	1	0	8
OG0001821	1	1	1	1	1	0	1	1	1	8
OG0001822	1	1	1	1	1	0	1	1	1	8
OG0001823	1	1	1	1	1	1	1	1	0	8
OG0001824	1	1	1	1	1	1	1	1	0	8
OG0001825	1	1	1	1	1	1	1	1	0	8
OG0001826	1	1	1	1	1	1	1	1	0	8
OG0001827	1	1	1	0	1	1	1	1	1	8
OG0001828	1	1	1	1	1	1	1	1	0	8
OG0001829	1	1	1	1	1	0	1	1	1	8
OG0001830	1	1	2	0	1	1	1	0	1	8
OG0001831	1	1	1	1	1	0	1	1	1	8
OG0001832	1	0	1	1	1	1	1	1	1	8
OG0001833	1	1	0	2	0	1	1	1	1	8
OG0001834	1	1	1	1	1	1	1	1	0	8
OG0001835	1	1	1	1	1	1	0	1	1	8
OG0001836	1	1	1	1	1	1	1	1	0	8
OG0001837	1	1	1	1	1	0	1	1	1	8
OG0001838	1	1	1	1	1	0	1	1	1	8
OG0001839	1	1	1	1	1	0	1	1	1	8
OG0001840	1	1	1	1	1	0	1	1	1	8
OG0001841	1	1	0	1	1	1	1	1	1	8
OG0001842	1	1	1	1	1	0	1	1	1	8
OG0001843	1	1	1	1	1	1	0	1	1	8
OG0001844	1	1	1	1	1	1	0	1	1	8
OG0001845	1	1	1	1	1	1	0	1	1	8
OG0001846	1	1	1	1	1	0	1	1	1	8
OG0001847	1	1	1	1	1	1	0	1	1	8
OG0001848	1	1	1	1	1	1	0	1	1	8
OG0001849	1	1	1	1	1	1	0	1	1	8
OG0001850	1	1	1	1	1	1	0	1	1	8
OG0001851	2	1	1	2	1	0	0	0	1	8
OG0001852	1	1	1	1	1	0	1	1	1	8
OG0001853	1	1	1	1	1	1	1	0	1	8
OG0001854	1	1	0	1	0	0	2	2	1	8
OG0001855	1	1	1	1	1	1	1	1	0	8
OG0001856	1	1	1	1	1	1	1	1	0	8
OG0001857	1	1	1	1	1	1	1	1	0	8
OG0001858	1	1	1	1	1	1	1	1	0	8
OG0001859	1	1	1	1	1	0	1	1	1	8
OG0001860	1	1	0	2	1	0	1	1	1	8
OG0001861	1	1	1	1	1	1	1	1	0	8
OG0001862	2	1	1	0	1	0	1	1	1	8
OG0001863	1	1	1	1	1	0	1	1	1	8
OG0001864	1	1	1	0	1	1	1	1	1	8
OG0001865	1	1	1	1	1	1	1	1	0	8
OG0001866	1	1	1	1	1	1	1	1	0	8
OG0001867	1	1	1	1	1	1	1	1	0	8
OG0001868	1	1	1	1	1	1	1	1	0	8
OG0001869	1	1	1	1	1	1	1	1	0	8
OG0001870	1	1	1	1	1	1	1	1	0	8
OG0001871	1	1	1	1	1	1	1	1	0	8
OG0001872	1	1	1	1	1	0	1	1	1	8
OG0001873	1	1	1	1	1	0	1	1	1	8
OG0001874	1	1	1	1	1	1	0	1	1	8
OG0001875	1	1	1	1	1	0	1	1	1	8
OG0001876	1	0	2	2	1	1	0	1	0	8
OG0001877	1	1	1	1	1	1	0	1	1	8
OG0001878	1	1	1	1	1	1	0	1	1	8
OG0001879	1	1	1	1	1	1	0	1	1	8
OG0001880	1	1	1	1	1	1	0	1	1	8
OG0001881	1	1	1	1	1	1	0	1	1	8
OG0001882	1	1	1	1	1	1	0	1	1	8
OG0001883	1	1	1	1	1	1	1	1	0	8
OG0001884	1	1	1	1	1	1	1	1	0	8
OG0001885	1	2	0	2	0	2	0	0	1	8
OG0001886	1	1	1	1	1	0	1	1	1	8
OG0001887	1	1	1	1	1	1	0	1	1	8
OG0001888	1	1	1	1	1	1	1	1	0	8
OG0001889	1	1	1	1	1	0	1	1	1	8
OG0001890	1	1	1	1	1	0	0	1	2	8
OG0001891	1	1	1	1	1	0	1	1	1	8
OG0001892	1	0	2	2	2	1	0	0	0	8
OG0001893	1	1	1	1	1	1	1	0	1	8
OG0001894	1	1	1	1	2	0	0	1	1	8
OG0001895	1	1	1	1	1	1	1	0	1	8
OG0001896	1	1	1	1	1	1	0	1	1	8
OG0001897	1	1	1	0	1	1	1	1	1	8
OG0001898	1	1	0	1	1	1	1	1	1	8
OG0001899	1	1	1	1	1	1	1	1	0	8
OG0001900	1	1	1	1	1	1	1	1	0	8
OG0001901	1	2	0	1	0	0	2	0	2	8
OG0001902	1	1	1	1	1	1	1	1	0	8
OG0001903	1	1	1	0	1	1	1	1	1	8
OG0001904	1	1	1	0	1	1	1	1	1	8
OG0001905	1	1	1	0	1	1	1	1	1	8
OG0001906	1	1	1	1	1	1	1	1	0	8
OG0001907	1	1	1	1	1	1	1	1	0	8
OG0001908	1	1	1	1	1	1	0	1	1	8
OG0001909	1	1	1	1	1	1	0	1	1	8
OG0001910	1	0	1	0	1	1	2	1	1	8
OG0001911	1	1	1	1	1	0	1	1	1	8
OG0001912	1	1	1	1	1	0	1	1	1	8
OG0001913	1	1	1	1	1	1	1	1	0	8
OG0001914	1	1	1	1	1	0	1	1	1	8
OG0001915	1	1	1	1	1	1	1	1	0	8
OG0001916	1	1	1	1	1	0	1	1	1	8
OG0001917	1	1	1	0	1	1	1	1	1	8
OG0001918	1	1	0	1	1	1	1	1	1	8
OG0001919	1	1	1	1	1	0	1	1	1	8
OG0001920	1	1	1	0	1	0	1	2	1	8
OG0001921	1	1	1	1	1	0	2	0	1	8
OG0001922	1	1	1	0	1	1	1	1	1	8
OG0001923	1	1	1	1	1	0	1	1	1	8
OG0001924	1	1	1	0	1	1	1	1	1	8
OG0001925	1	1	1	1	1	1	0	1	1	8
OG0001926	1	1	1	1	1	1	0	1	1	8
OG0001927	1	1	1	1	1	1	0	1	1	8
OG0001928	1	1	1	1	1	0	1	1	1	8
OG0001929	1	1	1	1	1	1	1	1	0	8
OG0001930	1	0	1	1	1	0	2	1	1	8
OG0001931	1	1	1	0	1	1	1	1	1	8
OG0001932	1	1	0	1	0	1	2	1	1	8
OG0001933	1	1	0	1	1	1	1	1	1	8
OG0001934	1	1	1	1	1	0	1	1	1	8
OG0001935	1	1	1	1	1	1	1	1	0	8
OG0001936	1	1	1	1	1	0	1	1	1	8
OG0001937	1	1	1	1	1	0	1	1	1	8
OG0001938	1	1	1	0	1	1	1	1	1	8
OG0001939	1	0	1	1	1	1	1	1	1	8
OG0001940	1	1	1	0	1	1	1	1	1	8
OG0001941	1	1	1	1	1	1	1	1	0	8
OG0001942	1	1	1	1	1	0	1	1	1	8
OG0001943	1	1	1	1	1	0	1	1	1	8
OG0001944	1	1	1	1	1	0	1	1	1	8
OG0001945	1	1	1	1	1	1	1	0	1	8
OG0001946	1	1	1	1	1	1	1	0	1	8
OG0001947	1	1	2	1	1	0	0	1	1	8
OG0001948	1	0	1	1	1	1	1	1	1	8
OG0001949	1	1	1	1	1	1	1	1	0	8
OG0001950	1	1	1	1	1	1	1	1	0	8
OG0001951	1	1	1	0	1	0	1	2	1	8
OG0001952	1	1	1	0	1	1	1	1	1	8
OG0001953	1	1	1	1	1	0	1	1	1	8
OG0001954	1	1	1	1	1	0	1	1	1	8
OG0001955	1	1	1	1	1	0	1	1	1	8
OG0001956	1	1	1	1	1	1	0	1	1	8
OG0001957	0	1	1	1	1	1	1	1	1	8
OG0001958	0	1	1	2	1	0	2	0	1	8
OG0001959	0	1	1	2	1	0	1	1	1	8
OG0001960	0	1	1	1	1	1	1	1	1	8
OG0001961	0	1	1	1	1	1	1	1	1	8
OG0001962	0	1	1	1	1	1	1	1	1	8
OG0001963	0	1	1	1	1	1	1	1	1	8
OG0001964	0	1	1	1	1	1	1	1	1	8
OG0001965	0	1	1	1	1	1	1	1	1	8
OG0001966	0	1	1	1	1	1	1	1	1	8
OG0001967	0	1	1	1	1	0	1	1	2	8
OG0001968	0	1	1	1	1	1	1	1	1	8
OG0001969	0	1	1	2	2	0	1	0	1	8
OG0001970	0	1	1	1	1	0	1	2	1	8
OG0001971	0	1	1	1	1	1	1	1	1	8
OG0001972	0	1	1	1	1	1	1	1	1	8
OG0001973	0	1	1	1	1	1	1	1	1	8
OG0001974	0	1	1	1	1	1	1	1	1	8
OG0001975	0	1	1	1	1	1	1	1	1	8
OG0001976	0	1	1	1	1	1	1	1	1	8
OG0001977	0	1	0	1	0	2	2	0	2	8
OG0001978	0	1	1	2	1	1	1	0	1	8
OG0001979	0	1	1	1	1	1	1	1	1	8
OG0001980	0	1	2	1	1	0	1	1	1	8
OG0001981	0	1	1	2	1	0	1	1	1	8
OG0001982	0	1	1	1	1	1	1	1	1	8
OG0001983	0	1	1	1	1	1	1	1	1	8
OG0001984	0	1	1	1	1	1	1	1	1	8
OG0001985	0	1	1	0	1	1	2	1	1	8
OG0001986	0	1	1	1	1	1	1	1	1	8
OG0001987	0	1	0	3	0	0	1	2	1	8
OG0001988	0	2	0	0	0	0	2	1	3	8
OG0001989	0	1	1	1	1	1	1	1	1	8
OG0001990	0	1	1	1	2	0	1	1	1	8
OG0001991	0	1	1	1	1	1	1	1	1	8
OG0001992	0	1	1	1	1	1	1	1	1	8
OG0001993	0	1	1	1	1	1	1	1	1	8
OG0001994	0	1	1	1	1	1	1	1	1	8
OG0001995	0	1	1	2	1	0	1	1	1	8
OG0001996	0	1	1	2	1	0	1	1	1	8
OG0001997	0	1	2	2	1	0	0	1	1	8
OG0001998	0	1	1	1	1	1	1	1	1	8
OG0001999	0	1	1	1	1	1	1	1	1	8
OG0002000	0	1	1	1	1	0	1	2	1	8
OG0002001	0	1	1	1	1	1	1	1	1	8
OG0002002	0	1	1	2	1	0	1	1	1	8
OG0002003	0	2	0	0	2	0	2	0	2	8
OG0002004	0	1	2	1	1	1	1	1	0	8
OG0002005	0	1	2	1	1	1	1	1	0	8
OG0002006	0	1	1	1	1	1	1	1	1	8
OG0002007	0	1	1	2	1	0	1	1	1	8
OG0002008	0	1	1	0	1	0	1	3	1	8
OG0002009	0	1	1	2	1	0	1	1	1	8
OG0002010	0	1	1	1	1	1	1	1	1	8
OG0002011	0	1	1	1	1	1	1	1	1	8
OG0002012	0	1	1	1	1	1	1	1	1	8
OG0002013	0	1	0	2	1	1	1	1	1	8
OG0002014	0	1	1	1	1	1	1	1	1	8
OG0002015	0	1	1	0	1	1	1	2	1	8
OG0002016	0	1	1	2	1	0	1	1	1	8
OG0002017	0	1	1	1	1	1	1	1	1	8
OG0002018	0	1	1	1	1	1	1	1	1	8
OG0002019	0	2	1	1	1	0	1	1	1	8
OG0002020	0	2	0	0	0	1	2	1	2	8
OG0002021	0	1	1	2	1	0	0	1	2	8
OG0002022	0	1	1	1	1	1	1	2	0	8
OG0002023	0	1	1	1	1	1	1	1	1	8
OG0002024	0	1	2	0	2	0	1	1	1	8
OG0002025	0	1	2	0	2	0	1	1	1	8
OG0002026	0	1	1	1	1	1	1	1	1	8
OG0002027	0	1	1	1	1	0	1	1	2	8
OG0002028	0	1	1	1	1	1	1	1	1	8
OG0002029	0	1	1	2	1	0	1	1	1	8
OG0002030	0	1	1	1	1	2	1	1	0	8
OG0002031	0	1	1	1	1	1	1	1	1	8
OG0002032	0	1	1	1	1	1	1	1	1	8
OG0002033	0	1	1	1	1	1	1	1	1	8
OG0002034	0	1	1	1	1	1	1	1	1	8
OG0002035	0	1	1	1	1	1	1	1	1	8
OG0002036	0	1	1	1	1	1	1	1	1	8
OG0002037	0	1	1	1	1	1	1	1	1	8
OG0002038	0	1	1	1	1	1	1	1	1	8
OG0002039	0	1	1	2	1	0	1	1	1	8
OG0002040	0	1	1	2	1	0	1	1	1	8
OG0002041	0	1	1	2	1	0	1	1	1	8
OG0002042	0	1	1	2	1	0	1	1	1	8
OG0002043	0	1	1	1	1	1	1	1	1	8
OG0002044	0	1	1	1	1	1	1	1	1	8
OG0002045	0	1	1	1	1	0	1	2	1	8
OG0002046	0	1	1	1	1	0	1	2	1	8
OG0002047	0	1	1	1	1	1	1	1	1	8
OG0002048	0	1	1	1	1	1	1	1	1	8
OG0002049	0	1	2	1	1	0	1	1	1	8
OG0002050	0	1	2	1	1	0	1	1	1	8
OG0002051	0	1	2	1	2	0	0	1	1	8
OG0002052	0	1	1	1	1	0	1	2	1	8
OG0002053	0	1	1	1	1	1	1	1	1	8
OG0002054	0	1	1	1	1	1	1	1	1	8
OG0002055	0	1	1	1	1	1	1	1	1	8
OG0002056	0	1	2	1	1	1	0	1	1	8
OG0002057	0	1	0	1	1	0	3	1	1	8
OG0002058	0	3	0	0	0	1	1	1	2	8
OG0002059	0	1	1	1	1	0	1	2	1	8
OG0002060	0	1	1	1	1	1	1	1	1	8
OG0002061	0	1	2	1	1	0	1	1	1	8
OG0002062	0	1	2	1	1	0	1	1	1	8
OG0002063	0	1	1	1	1	1	1	1	1	8
OG0002064	0	1	1	2	1	0	1	1	1	8
OG0002065	0	1	1	1	1	0	1	2	1	8
OG0002066	0	1	1	1	1	0	1	2	1	8
OG0002067	0	1	1	1	1	1	1	1	1	8
OG0002068	0	1	1	1	1	1	1	1	1	8
OG0002069	0	1	1	1	1	1	1	1	1	8
OG0002070	0	1	1	1	1	1	1	1	1	8
OG0002071	0	1	1	0	2	1	1	1	1	8
OG0002072	0	1	1	1	1	1	1	1	1	8
OG0002073	0	1	1	1	1	1	1	1	1	8
OG0002074	0	1	1	1	1	1	1	1	1	8
OG0002075	0	1	1	0	4	0	1	0	1	8
OG0002076	0	2	1	0	1	0	2	1	1	8
OG0002077	0	1	1	1	1	1	1	1	1	8
OG0002078	0	1	1	1	1	1	1	1	1	8
OG0002079	0	2	1	1	1	0	1	1	1	8
OG0002080	0	1	1	2	1	0	1	1	1	8
OG0002081	0	1	1	2	1	0	1	1	1	8
OG0002082	0	1	1	1	1	1	1	1	1	8
OG0002083	0	1	1	2	1	0	1	1	1	8
OG0002084	0	1	1	1	1	1	1	1	1	8
OG0002085	0	1	1	2	1	0	1	1	1	8
OG0002086	0	1	0	2	0	0	4	0	1	8
OG0002087	0	1	1	2	1	0	1	1	1	8
OG0002088	0	1	1	1	1	0	1	1	2	8
OG0002089	0	1	1	3	2	0	0	0	1	8
OG0002090	0	3	0	0	0	1	1	1	2	8
OG0002091	0	1	1	1	1	1	1	1	1	8
OG0002092	0	1	0	1	0	5	0	0	1	8
OG0002093	0	1	1	1	1	1	1	1	1	8
OG0002094	0	1	1	1	1	1	1	1	1	8
OG0002095	0	1	1	1	1	1	1	1	1	8
OG0002096	0	1	1	1	1	1	1	1	1	8
OG0002097	0	1	1	1	1	1	1	1	1	8
OG0002098	0	1	1	1	1	1	1	1	1	8
OG0002099	0	1	1	1	1	1	1	1	1	8
OG0002100	0	1	1	1	1	0	1	2	1	8
OG0002101	0	1	1	1	1	1	3	0	0	8
OG0002102	0	1	1	0	1	0	2	1	2	8
OG0002103	0	0	1	1	1	3	1	1	0	8
OG0002104	0	0	1	1	1	0	3	1	1	8
OG0002105	0	0	2	1	2	1	1	1	0	8
OG0002106	0	0	1	1	1	2	0	1	2	8
OG0002107	0	0	1	1	1	2	1	2	0	8
OG0002108	0	0	1	2	1	1	1	1	1	8
OG0002109	0	0	2	3	2	0	0	1	0	8
OG0002110	0	0	1	2	1	0	2	2	0	8
OG0002111	0	0	2	1	2	0	2	1	0	8
OG0002112	0	0	1	1	1	3	1	1	0	8
OG0002113	0	0	1	2	1	0	2	2	0	8
OG0002114	0	0	2	0	2	2	1	1	0	8
OG0002115	0	0	0	8	0	0	0	0	0	8
OG0002116	0	0	0	2	4	0	1	0	1	8
OG0002117	0	0	0	0	7	0	0	0	1	8
OG0002118	0	0	0	0	0	8	0	0	0	8
OG0002119	1	1	1	1	1	1	0	0	1	7
OG0002120	1	1	1	1	1	0	0	1	1	7
OG0002121	1	0	1	2	1	1	0	1	0	7
OG0002122	2	1	1	1	1	0	0	0	1	7
OG0002123	1	1	1	1	1	1	0	1	0	7
OG0002124	1	1	1	1	1	0	1	1	0	7
OG0002125	1	1	1	0	1	0	1	1	1	7
OG0002126	1	1	0	1	0	1	1	1	1	7
OG0002127	1	1	0	1	0	1	1	1	1	7
OG0002128	1	0	2	1	1	0	2	0	0	7
OG0002129	1	1	1	0	1	1	1	0	1	7
OG0002130	1	1	1	0	1	0	1	1	1	7
OG0002131	1	1	1	0	1	0	1	1	1	7
OG0002132	1	1	1	0	1	1	1	0	1	7
OG0002133	1	1	0	1	1	1	1	1	0	7
OG0002134	1	1	1	1	1	0	1	0	1	7
OG0002135	2	0	0	1	0	3	0	1	0	7
OG0002136	1	1	1	0	1	1	1	0	1	7
